tm_id,player_name,stats_url
821066,Grayson Dettoni,https://www.transfermarkt.com/grayson-dettoni/leistungsdatendetails/spieler/821066
1131113,Max Pfister,https://www.transfermarkt.com/max-pfister/leistungsdatendetails/spieler/1131113
243878,Raoul Petretta,https://www.transfermarkt.com/raoul-petretta/leistungsdatendetails/spieler/243878
54846,Fabian Holland,https://www.transfermarkt.com/fabian-holland/leistungsdatendetails/spieler/54846
1033928,Tim Arnold,https://www.transfermarkt.com/tim-arnold/leistungsdatendetails/spieler/1033928
523972,Sergio López,https://www.transfermarkt.com/sergio-lopez/leistungsdatendetails/spieler/523972
237162,Matthias Bader,https://www.transfermarkt.com/matthias-bader/leistungsdatendetails/spieler/237162
627533,Hiroki Akiyama,https://www.transfermarkt.com/hiroki-akiyama/leistungsdatendetails/spieler/627533
332624,Kai Klefisch,https://www.transfermarkt.com/kai-klefisch/leistungsdatendetails/spieler/332624
275249,Niklas Schmidt,https://www.transfermarkt.com/niklas-schmidt/leistungsdatendetails/spieler/275249
405689,Merveille Papela,https://www.transfermarkt.com/merveille-papela/leistungsdatendetails/spieler/405689
349433,Fabian Nürnberger,https://www.transfermarkt.com/fabian-nurnberger/leistungsdatendetails/spieler/349433
279009,Marco Richter,https://www.transfermarkt.com/marco-richter/leistungsdatendetails/spieler/279009
339057,Luca Marseiler,https://www.transfermarkt.com/luca-marseiler/leistungsdatendetails/spieler/339057
957535,Yosuke Furukawa,https://www.transfermarkt.com/yosuke-furukawa/leistungsdatendetails/spieler/957535
322073,Isac Lidberg,https://www.transfermarkt.com/isac-lidberg/leistungsdatendetails/spieler/322073
388160,Fraser Hornby,https://www.transfermarkt.com/fraser-hornby/leistungsdatendetails/spieler/388160
853491,Killian Corredor,https://www.transfermarkt.com/killian-corredor/leistungsdatendetails/spieler/853491
535551,Bartosz Bialek,https://www.transfermarkt.com/bartosz-bialek/leistungsdatendetails/spieler/535551
528856,Fynn Lakenmacher,https://www.transfermarkt.com/fynn-lakenmacher/leistungsdatendetails/spieler/528856
385240,Serhat-Semih Güler,https://www.transfermarkt.com/serhat-semih-guler/leistungsdatendetails/spieler/385240
448705,Diant Ramaj,https://www.transfermarkt.com/diant-ramaj/leistungsdatendetails/spieler/448705
806948,Frank Feller,https://www.transfermarkt.com/frank-feller/leistungsdatendetails/spieler/806948
519035,Paul Tschernuth,https://www.transfermarkt.com/paul-tschernuth/leistungsdatendetails/spieler/519035
133731,Patrick Mainka,https://www.transfermarkt.com/patrick-mainka/leistungsdatendetails/spieler/133731
337092,Tim Siersleben,https://www.transfermarkt.com/tim-siersleben/leistungsdatendetails/spieler/337092
227084,Benedikt Gimber,https://www.transfermarkt.com/benedikt-gimber/leistungsdatendetails/spieler/227084
921431,Adam Kölle,https://www.transfermarkt.com/adam-kolle/leistungsdatendetails/spieler/921431
829838,Hennes Behrens,https://www.transfermarkt.com/hennes-behrens/leistungsdatendetails/spieler/829838
192169,Jonas Föhrenbach,https://www.transfermarkt.com/jonas-fohrenbach/leistungsdatendetails/spieler/192169
107219,Leart Paçarada,https://www.transfermarkt.com/leart-pacarada/leistungsdatendetails/spieler/107219
507345,Leonidas Stergiou,https://www.transfermarkt.com/leonidas-stergiou/leistungsdatendetails/spieler/507345
388294,Omar Traoré,https://www.transfermarkt.com/omar-traore/leistungsdatendetails/spieler/388294
117478,Marnon Busch,https://www.transfermarkt.com/marnon-busch/leistungsdatendetails/spieler/117478
251302,Niklas Dorsch,https://www.transfermarkt.com/niklas-dorsch/leistungsdatendetails/spieler/251302
530173,Julian Niehues,https://www.transfermarkt.com/julian-niehues/leistungsdatendetails/spieler/530173
581357,Jan Schöppner,https://www.transfermarkt.com/jan-schoppner/leistungsdatendetails/spieler/581357
